model,deployment,id,breed,latency_ms,error
fine_tuned,gpt-4o-2024-08-06-ft,343,Lakeland Terrier,1472.7929999999105,
fine_tuned,gpt-4o-2024-08-06-ft,344,Lakeland Terrier,1641.4837999991505,
fine_tuned,gpt-4o-2024-08-06-ft,345,Leonberg,1522.820000000138,
fine_tuned,gpt-4o-2024-08-06-ft,346,Leonberg,1256.6122999996878,
fine_tuned,gpt-4o-2024-08-06-ft,347,Leonberg,1503.2657000001564,
fine_tuned,gpt-4o-2024-08-06-ft,348,Leonberg,1560.2835999998206,
fine_tuned,gpt-4o-2024-08-06-ft,349,Leonberg,1338.4417000006579,
fine_tuned,gpt-4o-2024-08-06-ft,350,Lhasa,1525.880799999868,
fine_tuned,gpt-4o-2024-08-06-ft,351,Lhasa,2300.336499999503,
fine_tuned,gpt-4o-2024-08-06-ft,352,Lhasa,1078.7147000000914,
fine_tuned,gpt-4o-2024-08-06-ft,353,Lhasa,1552.0434000000023,
fine_tuned,gpt-4o-2024-08-06-ft,354,Lhasa,1460.8768999996755,
fine_tuned,gpt-4o-2024-08-06-ft,355,Malamute,1513.1959999998799,
fine_tuned,gpt-4o-2024-08-06-ft,356,Malamute,1471.5077000000747,
fine_tuned,gpt-4o-2024-08-06-ft,357,Malamute,1500.1268999994863,
fine_tuned,gpt-4o-2024-08-06-ft,358,Malamute,1431.496100000004,
fine_tuned,gpt-4o-2024-08-06-ft,359,Malamute,1537.1479999994335,
fine_tuned,gpt-4o-2024-08-06-ft,360,Malinois,1630.343000000721,
fine_tuned,gpt-4o-2024-08-06-ft,361,Malinois,1116.8687999997928,
fine_tuned,gpt-4o-2024-08-06-ft,362,Malinois,1515.1881000001595,
fine_tuned,gpt-4o-2024-08-06-ft,363,Malinois,1421.3198000006741,
fine_tuned,gpt-4o-2024-08-06-ft,364,Malinois,1267.7495999996609,
fine_tuned,gpt-4o-2024-08-06-ft,365,Maltese Dog,1277.6960000001054,
fine_tuned,gpt-4o-2024-08-06-ft,366,Maltese Dog,1422.8533999994397,
fine_tuned,gpt-4o-2024-08-06-ft,367,Maltese Dog,1412.652199999684,
fine_tuned,gpt-4o-2024-08-06-ft,368,Maltese Dog,1223.9673000003677,
fine_tuned,gpt-4o-2024-08-06-ft,369,Maltese Dog,1250.684800000272,
fine_tuned,gpt-4o-2024-08-06-ft,370,Mexican Hairless,1607.4586000004274,
fine_tuned,gpt-4o-2024-08-06-ft,371,Mexican Hairless,1679.2371999999887,
fine_tuned,gpt-4o-2024-08-06-ft,372,Mexican Hairless,1560.396199999559,
fine_tuned,gpt-4o-2024-08-06-ft,373,Mexican Hairless,1196.5116000001217,
fine_tuned,gpt-4o-2024-08-06-ft,374,Mexican Hairless,1174.4657999997798,
fine_tuned,gpt-4o-2024-08-06-ft,375,Miniature Pinscher,1864.4122000005154,
fine_tuned,gpt-4o-2024-08-06-ft,376,Miniature Pinscher,1509.4576999999845,
fine_tuned,gpt-4o-2024-08-06-ft,377,Miniature Pinscher,1643.2179000003089,
fine_tuned,gpt-4o-2024-08-06-ft,378,Miniature Pinscher,1467.9415999999037,
fine_tuned,gpt-4o-2024-08-06-ft,379,Miniature Pinscher,1319.4583000004059,
fine_tuned,gpt-4o-2024-08-06-ft,380,Miniature Poodle,1668.0371000002197,
fine_tuned,gpt-4o-2024-08-06-ft,381,Miniature Poodle,1565.4546000005212,
fine_tuned,gpt-4o-2024-08-06-ft,382,Miniature Poodle,1426.4051999998628,
fine_tuned,gpt-4o-2024-08-06-ft,383,Miniature Poodle,1606.4130999993722,
fine_tuned,gpt-4o-2024-08-06-ft,384,Miniature Poodle,1512.8955000000133,
fine_tuned,gpt-4o-2024-08-06-ft,385,Miniature Schnauzer,1612.7112000003763,
fine_tuned,gpt-4o-2024-08-06-ft,386,Miniature Schnauzer,1550.365399999464,
fine_tuned,gpt-4o-2024-08-06-ft,387,Miniature Schnauzer,1504.4205000003785,
fine_tuned,gpt-4o-2024-08-06-ft,388,Miniature Schnauzer,1527.7302000004056,
fine_tuned,gpt-4o-2024-08-06-ft,389,Miniature Schnauzer,1721.7911000007007,
fine_tuned,gpt-4o-2024-08-06-ft,390,Newfoundland,1604.2067999997016,
fine_tuned,gpt-4o-2024-08-06-ft,391,Newfoundland,1873.4951000005822,
fine_tuned,gpt-4o-2024-08-06-ft,392,Newfoundland,1510.6658000004245,
fine_tuned,gpt-4o-2024-08-06-ft,393,Newfoundland,1389.6930000000793,
fine_tuned,gpt-4o-2024-08-06-ft,394,Newfoundland,1213.9405999996598,
fine_tuned,gpt-4o-2024-08-06-ft,395,Norfolk Terrier,1607.4821000001975,
fine_tuned,gpt-4o-2024-08-06-ft,396,Norfolk Terrier,1316.2263000003804,
fine_tuned,gpt-4o-2024-08-06-ft,397,Norfolk Terrier,1419.5574000004854,
fine_tuned,gpt-4o-2024-08-06-ft,398,Norfolk Terrier,1582.82010000039,
fine_tuned,gpt-4o-2024-08-06-ft,399,Norfolk Terrier,1118.2011000000784,
fine_tuned,gpt-4o-2024-08-06-ft,400,Norwegian Elkhound,1613.343299999542,
fine_tuned,gpt-4o-2024-08-06-ft,401,Norwegian Elkhound,1493.822899999941,
fine_tuned,gpt-4o-2024-08-06-ft,402,Norwegian Elkhound,1541.1943999997675,
fine_tuned,gpt-4o-2024-08-06-ft,403,Norwegian Elkhound,1670.5668999993577,
fine_tuned,gpt-4o-2024-08-06-ft,404,Norwegian Elkhound,1427.631200000178,
fine_tuned,gpt-4o-2024-08-06-ft,405,Norwich Terrier,1176.4846999994916,
fine_tuned,gpt-4o-2024-08-06-ft,406,Norwich Terrier,1247.389899999689,
fine_tuned,gpt-4o-2024-08-06-ft,407,Norwich Terrier,1414.2597000000023,
fine_tuned,gpt-4o-2024-08-06-ft,408,Norwich Terrier,1658.30939999978,
fine_tuned,gpt-4o-2024-08-06-ft,409,Norwich Terrier,1509.8479999996925,
fine_tuned,gpt-4o-2024-08-06-ft,410,Old English Sheepdog,1576.449500000308,
fine_tuned,gpt-4o-2024-08-06-ft,411,Old English Sheepdog,1509.052999999767,
fine_tuned,gpt-4o-2024-08-06-ft,412,Old English Sheepdog,1461.2035999998625,
fine_tuned,gpt-4o-2024-08-06-ft,413,Old English Sheepdog,1397.7804000005563,
fine_tuned,gpt-4o-2024-08-06-ft,414,Old English Sheepdog,1510.7170999999653,
fine_tuned,gpt-4o-2024-08-06-ft,415,Otterhound,1335.8827000001838,
fine_tuned,gpt-4o-2024-08-06-ft,416,Otterhound,1516.4387000004353,
fine_tuned,gpt-4o-2024-08-06-ft,417,Otterhound,1532.3279999993247,
fine_tuned,gpt-4o-2024-08-06-ft,418,Otterhound,1326.0249999993903,
fine_tuned,gpt-4o-2024-08-06-ft,419,Otterhound,1452.214200000526,
fine_tuned,gpt-4o-2024-08-06-ft,420,Papillon,1468.3421999998245,
fine_tuned,gpt-4o-2024-08-06-ft,421,Papillon,1692.200700000285,
fine_tuned,gpt-4o-2024-08-06-ft,422,Papillon,1445.129700000507,
fine_tuned,gpt-4o-2024-08-06-ft,423,Papillon,2003.4138999999413,
fine_tuned,gpt-4o-2024-08-06-ft,424,Papillon,1484.8031000001356,
fine_tuned,gpt-4o-2024-08-06-ft,425,Pekinese,1585.5184000001827,
fine_tuned,gpt-4o-2024-08-06-ft,426,Pekinese,1514.3728000002739,
fine_tuned,gpt-4o-2024-08-06-ft,427,Pekinese,1406.209000000672,
fine_tuned,gpt-4o-2024-08-06-ft,428,Pekinese,1683.8293000000704,
fine_tuned,gpt-4o-2024-08-06-ft,429,Pekinese,1680.8279999995648,
fine_tuned,gpt-4o-2024-08-06-ft,430,Pembroke,1289.4474000004266,
fine_tuned,gpt-4o-2024-08-06-ft,431,Pembroke,1589.590099999441,
fine_tuned,gpt-4o-2024-08-06-ft,432,Pembroke,1614.542799999981,
fine_tuned,gpt-4o-2024-08-06-ft,433,Pembroke,1218.5438999995313,
fine_tuned,gpt-4o-2024-08-06-ft,434,Pembroke,1521.649499999512,
fine_tuned,gpt-4o-2024-08-06-ft,435,Pomeranian,1451.4357000007294,
fine_tuned,gpt-4o-2024-08-06-ft,436,Pomeranian,1589.9831999995513,
fine_tuned,gpt-4o-2024-08-06-ft,437,Pomeranian,1438.3971999995993,
fine_tuned,gpt-4o-2024-08-06-ft,438,Pomeranian,1620.7721999999194,
fine_tuned,gpt-4o-2024-08-06-ft,439,Pomeranian,1539.1671999996106,
fine_tuned,gpt-4o-2024-08-06-ft,440,Pug,1426.3162999995984,
fine_tuned,gpt-4o-2024-08-06-ft,441,Pug,1600.6545999998707,
fine_tuned,gpt-4o-2024-08-06-ft,442,Pug,1441.197199999806,
fine_tuned,gpt-4o-2024-08-06-ft,443,Pug,1469.2262999997183,
fine_tuned,gpt-4o-2024-08-06-ft,444,Pug,1269.2157999999836,
fine_tuned,gpt-4o-2024-08-06-ft,445,Redbone,1490.15209999925,
fine_tuned,gpt-4o-2024-08-06-ft,446,Redbone,1569.681799999671,
fine_tuned,gpt-4o-2024-08-06-ft,447,Redbone,1229.8344000000725,
fine_tuned,gpt-4o-2024-08-06-ft,448,Redbone,1434.146999999939,
fine_tuned,gpt-4o-2024-08-06-ft,449,Redbone,1577.6097999996637,
fine_tuned,gpt-4o-2024-08-06-ft,450,Rhodesian Ridgeback,1659.2971000000034,
fine_tuned,gpt-4o-2024-08-06-ft,451,Rhodesian Ridgeback,1444.7497999999541,
fine_tuned,gpt-4o-2024-08-06-ft,452,Rhodesian Ridgeback,1383.856399999786,
fine_tuned,gpt-4o-2024-08-06-ft,453,Rhodesian Ridgeback,1269.5800000001327,
fine_tuned,gpt-4o-2024-08-06-ft,454,Rhodesian Ridgeback,1609.258200000113,
fine_tuned,gpt-4o-2024-08-06-ft,455,Rottweiler,1472.9489999999714,
fine_tuned,gpt-4o-2024-08-06-ft,456,Rottweiler,1488.2974000001923,
fine_tuned,gpt-4o-2024-08-06-ft,457,Rottweiler,1551.5983999994205,
fine_tuned,gpt-4o-2024-08-06-ft,458,Rottweiler,1534.3266999998377,
fine_tuned,gpt-4o-2024-08-06-ft,459,Rottweiler,1603.6884999994072,
fine_tuned,gpt-4o-2024-08-06-ft,460,Saint Bernard,1706.636800000524,
fine_tuned,gpt-4o-2024-08-06-ft,461,Saint Bernard,1298.3972000001813,
fine_tuned,gpt-4o-2024-08-06-ft,462,Saint Bernard,1521.3224999997692,
fine_tuned,gpt-4o-2024-08-06-ft,463,Saint Bernard,1589.6327999998903,
fine_tuned,gpt-4o-2024-08-06-ft,464,Saint Bernard,1481.1140000001615,
fine_tuned,gpt-4o-2024-08-06-ft,465,Saluki,1680.6763999993564,
fine_tuned,gpt-4o-2024-08-06-ft,466,Saluki,1607.9882000003636,
fine_tuned,gpt-4o-2024-08-06-ft,467,Saluki,1475.399999999354,
fine_tuned,gpt-4o-2024-08-06-ft,468,Saluki,1411.281699999563,
fine_tuned,gpt-4o-2024-08-06-ft,469,Saluki,1491.951500000141,
fine_tuned,gpt-4o-2024-08-06-ft,470,Samoyed,1524.457700000312,
fine_tuned,gpt-4o-2024-08-06-ft,471,Samoyed,1573.6665000003995,
fine_tuned,gpt-4o-2024-08-06-ft,472,Samoyed,1227.4111999995512,
fine_tuned,gpt-4o-2024-08-06-ft,473,Samoyed,1569.4757000001118,
fine_tuned,gpt-4o-2024-08-06-ft,474,Samoyed,1545.4164999991917,
fine_tuned,gpt-4o-2024-08-06-ft,475,Schipperke,1602.4701000005734,
fine_tuned,gpt-4o-2024-08-06-ft,476,Schipperke,1463.6473000000478,
fine_tuned,gpt-4o-2024-08-06-ft,477,Schipperke,1584.1815000003407,
fine_tuned,gpt-4o-2024-08-06-ft,478,Schipperke,1489.581900000303,
fine_tuned,gpt-4o-2024-08-06-ft,479,Schipperke,1541.547900000296,
fine_tuned,gpt-4o-2024-08-06-ft,480,Scotch Terrier,1479.690699999992,
fine_tuned,gpt-4o-2024-08-06-ft,481,Scotch Terrier,1654.8046999996586,
fine_tuned,gpt-4o-2024-08-06-ft,482,Scotch Terrier,1754.453100000319,
fine_tuned,gpt-4o-2024-08-06-ft,483,Scotch Terrier,1595.1134000006277,
fine_tuned,gpt-4o-2024-08-06-ft,484,Scotch Terrier,1721.8525000007503,
fine_tuned,gpt-4o-2024-08-06-ft,485,Scottish Deerhound,1642.4434000000474,
fine_tuned,gpt-4o-2024-08-06-ft,486,Scottish Deerhound,1553.620100000444,
fine_tuned,gpt-4o-2024-08-06-ft,487,Scottish Deerhound,1658.2330999999613,
fine_tuned,gpt-4o-2024-08-06-ft,488,Scottish Deerhound,1624.685199999476,
fine_tuned,gpt-4o-2024-08-06-ft,489,Scottish Deerhound,1543.8511000002109,
fine_tuned,gpt-4o-2024-08-06-ft,490,Sealyham Terrier,1222.489300000234,
fine_tuned,gpt-4o-2024-08-06-ft,491,Sealyham Terrier,1196.0073999998713,
fine_tuned,gpt-4o-2024-08-06-ft,492,Sealyham Terrier,1166.1101000008784,
fine_tuned,gpt-4o-2024-08-06-ft,493,Sealyham Terrier,1227.0855999995547,
fine_tuned,gpt-4o-2024-08-06-ft,494,Sealyham Terrier,1234.3572999998287,
fine_tuned,gpt-4o-2024-08-06-ft,495,Shetland Sheepdog,1506.4282000003004,
fine_tuned,gpt-4o-2024-08-06-ft,496,Shetland Sheepdog,1247.827099999995,
fine_tuned,gpt-4o-2024-08-06-ft,497,Shetland Sheepdog,1750.1302000000578,
fine_tuned,gpt-4o-2024-08-06-ft,498,Shetland Sheepdog,1687.096599999677,
fine_tuned,gpt-4o-2024-08-06-ft,499,Shetland Sheepdog,1972.3947000002227,
fine_tuned,gpt-4o-2024-08-06-ft,500,Shih-Tzu,1664.2567999997482,
fine_tuned,gpt-4o-2024-08-06-ft,501,Shih-Tzu,1156.3486999993984,
fine_tuned,gpt-4o-2024-08-06-ft,502,Shih-Tzu,1281.4900000003036,
fine_tuned,gpt-4o-2024-08-06-ft,503,Shih-Tzu,1549.2598999999245,
fine_tuned,gpt-4o-2024-08-06-ft,504,Shih-Tzu,1501.0951000003843,
fine_tuned,gpt-4o-2024-08-06-ft,505,Siberian Husky,1569.9970999994548,
fine_tuned,gpt-4o-2024-08-06-ft,506,Siberian Husky,1517.5082000005204,
fine_tuned,gpt-4o-2024-08-06-ft,507,Siberian Husky,1518.950799999402,
fine_tuned,gpt-4o-2024-08-06-ft,508,Siberian Husky,1395.942400000422,
fine_tuned,gpt-4o-2024-08-06-ft,509,Siberian Husky,1492.3798999998326,
fine_tuned,gpt-4o-2024-08-06-ft,510,Silky Terrier,1477.057799999784,
fine_tuned,gpt-4o-2024-08-06-ft,511,Silky Terrier,1307.8624999998283,
fine_tuned,gpt-4o-2024-08-06-ft,512,Silky Terrier,1333.95819999987,
fine_tuned,gpt-4o-2024-08-06-ft,513,Silky Terrier,1543.0387999995219,
fine_tuned,gpt-4o-2024-08-06-ft,514,Silky Terrier,1488.976300000104,
fine_tuned,gpt-4o-2024-08-06-ft,515,Soft-Coated Wheaten Terrier,1351.6722999993362,
fine_tuned,gpt-4o-2024-08-06-ft,516,Soft-Coated Wheaten Terrier,1624.6498999998948,
fine_tuned,gpt-4o-2024-08-06-ft,517,Soft-Coated Wheaten Terrier,1489.2645999998422,
fine_tuned,gpt-4o-2024-08-06-ft,518,Soft-Coated Wheaten Terrier,1603.541999999834,
fine_tuned,gpt-4o-2024-08-06-ft,519,Soft-Coated Wheaten Terrier,1298.853400000553,
fine_tuned,gpt-4o-2024-08-06-ft,520,Staffordshire Bullterrier,1243.038499999784,
fine_tuned,gpt-4o-2024-08-06-ft,521,Staffordshire Bullterrier,1586.7880000005243,
fine_tuned,gpt-4o-2024-08-06-ft,522,Staffordshire Bullterrier,1238.897100000031,
fine_tuned,gpt-4o-2024-08-06-ft,523,Staffordshire Bullterrier,1565.5274999999165,
fine_tuned,gpt-4o-2024-08-06-ft,524,Staffordshire Bullterrier,1226.296399999228,
fine_tuned,gpt-4o-2024-08-06-ft,525,Standard Poodle,1355.822900000021,
fine_tuned,gpt-4o-2024-08-06-ft,526,Standard Poodle,1256.0459000005721,
fine_tuned,gpt-4o-2024-08-06-ft,527,Standard Poodle,1629.3814999999086,
fine_tuned,gpt-4o-2024-08-06-ft,528,Standard Poodle,1511.3154999999097,
fine_tuned,gpt-4o-2024-08-06-ft,529,Standard Poodle,1532.9117000001133,
fine_tuned,gpt-4o-2024-08-06-ft,530,Standard Schnauzer,1627.0608000004358,
fine_tuned,gpt-4o-2024-08-06-ft,531,Standard Schnauzer,1281.8912000002456,
fine_tuned,gpt-4o-2024-08-06-ft,532,Standard Schnauzer,1700.4472999997233,
fine_tuned,gpt-4o-2024-08-06-ft,533,Standard Schnauzer,1257.0691999999326,
fine_tuned,gpt-4o-2024-08-06-ft,534,Standard Schnauzer,1594.7280999998839,
fine_tuned,gpt-4o-2024-08-06-ft,535,Sussex Spaniel,2532.7981999998883,
fine_tuned,gpt-4o-2024-08-06-ft,536,Sussex Spaniel,1822.9286999994656,
fine_tuned,gpt-4o-2024-08-06-ft,537,Sussex Spaniel,1515.5101999998806,
fine_tuned,gpt-4o-2024-08-06-ft,538,Sussex Spaniel,1535.3758000001108,
fine_tuned,gpt-4o-2024-08-06-ft,539,Sussex Spaniel,1800.2275000008012,
fine_tuned,gpt-4o-2024-08-06-ft,540,Tibetan Mastiff,2058.777100000043,
fine_tuned,gpt-4o-2024-08-06-ft,541,Tibetan Mastiff,1425.5487000000358,
fine_tuned,gpt-4o-2024-08-06-ft,542,Tibetan Mastiff,1479.2311999999583,
fine_tuned,gpt-4o-2024-08-06-ft,543,Tibetan Mastiff,1242.0084000004863,
fine_tuned,gpt-4o-2024-08-06-ft,544,Tibetan Mastiff,1570.8397999997032,
fine_tuned,gpt-4o-2024-08-06-ft,545,Tibetan Terrier,1715.5314999999973,
fine_tuned,gpt-4o-2024-08-06-ft,546,Tibetan Terrier,1696.6216000000713,
fine_tuned,gpt-4o-2024-08-06-ft,547,Tibetan Terrier,1491.0358999995879,
fine_tuned,gpt-4o-2024-08-06-ft,548,Tibetan Terrier,1625.598199999331,
fine_tuned,gpt-4o-2024-08-06-ft,549,Tibetan Terrier,1508.306700000503,
fine_tuned,gpt-4o-2024-08-06-ft,550,Toy Poodle,1347.6252000000386,
fine_tuned,gpt-4o-2024-08-06-ft,551,Toy Poodle,1596.9711999996434,
fine_tuned,gpt-4o-2024-08-06-ft,552,Toy Poodle,1260.055800000373,
fine_tuned,gpt-4o-2024-08-06-ft,553,Toy Poodle,1550.6914999996297,
fine_tuned,gpt-4o-2024-08-06-ft,554,Toy Poodle,1491.156900000533,
fine_tuned,gpt-4o-2024-08-06-ft,555,Toy Terrier,1456.4686000003348,
fine_tuned,gpt-4o-2024-08-06-ft,556,Toy Terrier,1449.4547000003877,
fine_tuned,gpt-4o-2024-08-06-ft,557,Toy Terrier,1479.4047000004866,
fine_tuned,gpt-4o-2024-08-06-ft,558,Toy Terrier,1547.0500999999786,
fine_tuned,gpt-4o-2024-08-06-ft,559,Toy Terrier,1418.7032999998337,
fine_tuned,gpt-4o-2024-08-06-ft,560,Vizsla,2597.8555000001506,
fine_tuned,gpt-4o-2024-08-06-ft,561,Vizsla,1510.1515999995172,
fine_tuned,gpt-4o-2024-08-06-ft,562,Vizsla,1563.0660999995598,
fine_tuned,gpt-4o-2024-08-06-ft,563,Vizsla,1155.9086999995998,
fine_tuned,gpt-4o-2024-08-06-ft,564,Vizsla,1466.8209999999817,
fine_tuned,gpt-4o-2024-08-06-ft,565,Walker Hound,1181.5643999998429,
fine_tuned,gpt-4o-2024-08-06-ft,566,Walker Hound,1464.0221999998175,
fine_tuned,gpt-4o-2024-08-06-ft,567,Walker Hound,1633.8415000000168,
fine_tuned,gpt-4o-2024-08-06-ft,568,Walker Hound,1227.6251000002958,
fine_tuned,gpt-4o-2024-08-06-ft,569,Walker Hound,1501.6709999999875,
fine_tuned,gpt-4o-2024-08-06-ft,570,Weimaraner,824.9497000006158,
fine_tuned,gpt-4o-2024-08-06-ft,571,Weimaraner,1501.4123000000836,
fine_tuned,gpt-4o-2024-08-06-ft,572,Weimaraner,1562.8616999993028,
fine_tuned,gpt-4o-2024-08-06-ft,573,Weimaraner,1444.1061999996236,
fine_tuned,gpt-4o-2024-08-06-ft,574,Weimaraner,1640.3951000002053,
fine_tuned,gpt-4o-2024-08-06-ft,575,Welsh Springer Spaniel,1620.4939999997805,
fine_tuned,gpt-4o-2024-08-06-ft,576,Welsh Springer Spaniel,1574.7053000004598,
fine_tuned,gpt-4o-2024-08-06-ft,577,Welsh Springer Spaniel,1470.6181999999899,
fine_tuned,gpt-4o-2024-08-06-ft,578,Welsh Springer Spaniel,1726.596000000427,
fine_tuned,gpt-4o-2024-08-06-ft,579,Welsh Springer Spaniel,1282.4193000005835,
fine_tuned,gpt-4o-2024-08-06-ft,580,West Highland White Terrier,1582.1969999997236,
fine_tuned,gpt-4o-2024-08-06-ft,581,West Highland White Terrier,1436.9815999998536,
fine_tuned,gpt-4o-2024-08-06-ft,582,West Highland White Terrier,1362.9455999998754,
fine_tuned,gpt-4o-2024-08-06-ft,583,West Highland White Terrier,1491.0402999994403,
fine_tuned,gpt-4o-2024-08-06-ft,584,West Highland White Terrier,1195.969899999909,
fine_tuned,gpt-4o-2024-08-06-ft,585,Whippet,1549.906999999621,
fine_tuned,gpt-4o-2024-08-06-ft,586,Whippet,1631.2606999999844,
fine_tuned,gpt-4o-2024-08-06-ft,587,Whippet,1636.7663999999422,
fine_tuned,gpt-4o-2024-08-06-ft,588,Whippet,1203.1317999999374,
fine_tuned,gpt-4o-2024-08-06-ft,589,Whippet,1495.4308000005767,
fine_tuned,gpt-4o-2024-08-06-ft,590,Wire-Haired Fox Terrier,1209.7696000000724,
fine_tuned,gpt-4o-2024-08-06-ft,591,Wire-Haired Fox Terrier,1560.725299999831,
fine_tuned,gpt-4o-2024-08-06-ft,592,Wire-Haired Fox Terrier,1539.1009000004487,
fine_tuned,gpt-4o-2024-08-06-ft,593,Wire-Haired Fox Terrier,1617.895100000169,
fine_tuned,gpt-4o-2024-08-06-ft,594,Wire-Haired Fox Terrier,1676.9475999999486,
fine_tuned,gpt-4o-2024-08-06-ft,595,Yorkshire Terrier,1390.2266000004602,
fine_tuned,gpt-4o-2024-08-06-ft,596,Yorkshire Terrier,1277.6983999992808,
fine_tuned,gpt-4o-2024-08-06-ft,597,Yorkshire Terrier,1534.813700000086,
fine_tuned,gpt-4o-2024-08-06-ft,598,Yorkshire Terrier,1245.41279999994,
fine_tuned,gpt-4o-2024-08-06-ft,599,Yorkshire Terrier,1615.173700000014,
